student_id,course,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,facility_rating,exam_difficulty,exam_score,study_method_coaching,study_method_group study,study_method_mixed,study_method_online videos,study_method_self-study
3521,b.sc,2.18,99.3,0,9.3,0,1,1,58.2,False,True,False,False,False
3522,b.com,1.81,45.1,0,4.1,1,0,1,19.599,False,False,False,True,False
3523,b.tech,1.72,84.3,0,9.8,2,1,1,53.7,False,False,False,True,False
3524,diploma,6.24,74.1,0,8.1,1,2,1,73.4,False,True,False,False,False
3525,b.com,0.78,73.3,0,9.6,0,2,1,40.9,True,False,False,False,False
3526,b.sc,2.53,76.8,0,8.7,0,2,1,70.4,False,False,False,True,False
3527,b.sc,2.24,94.2,0,8.2,0,2,0,64.7,False,False,False,True,False
3528,b.tech,4.74,80.5,0,4.4,2,0,0,89.6,True,False,False,False,False
3529,ba,7.39,56.3,0,4.9,0,0,2,81.4,True,False,False,False,False
3530,bca,7.03,56.2,0,5.3,1,0,1,82.0,False,False,True,False,False
3531,b.com,0.84,89.7,1,6.9,1,0,2,30.3,False,False,True,False,False
3532,b.com,4.32,68.7,0,8.6,1,1,1,66.1,True,False,False,False,False
3533,bba,0.3,82.3,1,5.4,2,2,0,64.3,False,False,True,False,False
3534,b.com,6.34,62.6,1,9.9,1,1,1,93.3,True,False,False,False,False
3535,bca,3.0,84.3,0,8.0,1,2,0,77.3,False,False,True,False,False
3536,b.com,1.72,65.4,0,8.4,2,0,2,38.3,False,False,False,True,False
3537,ba,3.87,69.6,0,9.4,0,0,0,60.6,False,True,False,False,False
3538,diploma,3.48,95.7,0,7.1,2,1,0,57.4,False,False,False,False,True
3539,bca,7.55,69.7,0,4.9,0,0,2,68.7,False,True,False,False,False
3540,bba,0.27,53.5,1,6.6,0,0,1,26.4,False,False,False,False,True
3541,b.com,7.6,71.9,0,7.2,1,2,0,76.4,False,False,False,True,False
3542,diploma,1.87,40.6,0,9.8,2,2,1,51.1,False,False,False,True,False
3543,ba,1.16,56.7,0,4.4,0,0,1,31.6,True,False,False,False,False
3544,b.com,5.93,76.2,0,6.0,0,0,1,69.6,True,False,False,False,False
3545,bba,4.18,44.3,0,8.5,0,0,0,45.4,False,False,True,False,False
3546,b.com,7.17,67.3,0,8.2,2,0,2,79.5,True,False,False,False,False
3547,diploma,4.34,75.9,0,9.0,0,0,0,58.4,True,False,False,False,False
3548,b.sc,4.04,53.6,0,9.7,2,2,0,69.3,False,False,False,False,True
3549,b.tech,1.65,53.1,0,7.4,0,2,0,25.7,False,False,False,False,True
3550,ba,7.6,80.1,1,9.1,0,1,2,76.9,False,False,False,False,True
3551,diploma,5.32,98.5,1,9.8,2,2,1,97.9,False,False,True,False,False
3552,b.tech,4.81,58.4,0,4.8,2,0,1,57.7,False,False,False,False,True
3553,bca,6.32,52.5,0,7.5,0,2,2,59.0,False,False,False,False,True
3554,b.tech,0.81,99.0,1,6.7,1,1,2,54.3,False,False,False,False,True
3555,ba,6.93,90.1,0,8.6,2,1,0,100.0,True,False,False,False,False
3556,ba,4.0,96.2,0,5.2,0,1,2,73.1,False,False,True,False,False
3557,b.sc,6.42,42.8,0,9.2,0,0,0,66.7,True,False,False,False,False
3558,bca,5.7,96.0,0,6.7,0,0,1,85.9,False,False,True,False,False
3559,b.sc,3.61,90.3,0,6.2,1,2,2,64.3,False,True,False,False,False
3560,ba,6.16,58.0,0,8.3,1,2,1,62.5,False,True,False,False,False
3561,ba,5.77,77.5,0,6.0,1,2,2,73.3,True,False,False,False,False
3562,ba,0.08,50.3,1,9.3,1,1,1,32.8,False,False,False,False,True
3563,b.tech,5.67,65.1,0,9.3,1,0,2,57.5,False,True,False,False,False
3564,ba,4.07,76.1,0,4.2,2,0,2,77.6,True,False,False,False,False
3565,bba,6.72,46.6,0,5.1,0,0,0,69.4,False,False,True,False,False
3566,ba,6.48,98.0,0,8.4,2,2,2,100.0,False,False,True,False,False
3567,bca,1.37,95.7,0,7.2,2,0,1,60.6,False,True,False,False,False
3568,bca,0.17,92.0,0,4.5,1,1,1,23.6,False,False,False,False,True
3569,b.sc,1.57,47.7,0,6.5,0,0,1,35.9,True,False,False,False,False
3570,bca,5.93,80.1,0,4.2,0,0,1,64.6,False,False,True,False,False
3571,diploma,6.97,93.4,1,5.6,0,1,2,84.3,False,True,False,False,False
3572,bca,5.6,48.3,0,5.1,2,2,0,76.2,True,False,False,False,False
3573,bca,6.56,78.8,0,9.0,0,0,0,82.7,False,False,False,True,False
3574,b.sc,4.7,52.3,0,9.1,2,0,1,68.4,True,False,False,False,False
3575,bba,4.05,81.4,0,9.0,2,0,0,70.0,False,False,False,True,False
3576,ba,7.76,78.9,0,4.2,0,2,2,81.3,False,False,False,False,True
3577,diploma,0.64,92.3,0,8.5,0,2,1,58.7,True,False,False,False,False
3578,bca,3.37,69.1,1,7.6,2,2,0,67.0,False,True,False,False,False
3579,b.sc,2.22,85.5,0,8.1,0,0,2,47.9,False,False,True,False,False
3580,diploma,0.98,51.5,0,4.3,2,2,1,39.9,False,False,False,False,True
3581,bba,4.84,78.6,0,5.2,2,0,0,61.4,False,True,False,False,False
3582,ba,2.11,92.6,0,5.3,1,1,0,51.4,False,False,True,False,False
3583,ba,3.7,83.4,0,5.0,0,1,2,45.9,False,False,False,False,True
3584,ba,1.09,92.7,0,7.4,0,1,2,45.2,False,False,False,True,False
3585,bca,3.12,77.8,0,6.0,2,0,2,54.5,False,False,True,False,False
3586,bca,1.6,73.1,0,6.7,0,1,1,25.0,False,False,False,True,False
3587,ba,7.18,94.9,0,8.3,0,0,2,94.1,False,False,False,False,True
3588,diploma,4.18,59.4,0,7.3,2,2,1,66.4,False,False,True,False,False
3589,b.sc,6.4,84.9,0,6.7,0,1,1,68.9,False,True,False,False,False
3590,b.com,3.89,81.6,0,9.5,0,0,2,51.4,False,False,False,True,False
3591,bba,0.34,88.9,0,7.8,0,1,1,35.0,False,True,False,False,False
3592,b.sc,5.56,69.9,0,8.1,2,1,2,69.4,False,False,False,True,False
3593,ba,0.38,69.6,0,5.1,2,0,0,30.6,False,False,False,True,False
3594,bca,3.16,42.1,0,7.6,0,0,1,45.2,False,False,False,True,False
3595,bba,4.38,95.9,0,7.1,2,0,1,68.4,False,False,False,False,True
3596,bba,6.24,63.2,0,9.7,0,0,0,76.7,False,False,False,True,False
3597,b.sc,7.19,73.1,0,8.4,1,0,0,88.5,False,False,False,True,False
3598,b.sc,1.64,51.9,0,9.0,2,2,2,40.0,True,False,False,False,False
3599,ba,5.31,77.0,0,7.9,2,0,1,78.7,False,True,False,False,False
3600,b.com,3.76,60.8,0,6.0,2,2,1,62.1,True,False,False,False,False
3601,b.tech,6.14,75.1,0,8.0,2,1,1,92.6,False,False,False,True,False
3602,ba,7.52,84.1,0,9.8,0,0,2,80.3,False,False,True,False,False
3603,bca,4.26,76.6,0,5.9,0,1,1,52.5,False,False,False,True,False
3604,bca,2.29,41.8,0,5.0,2,1,1,45.4,False,False,True,False,False
3605,b.tech,6.39,88.4,1,5.9,2,1,2,91.1,False,True,False,False,False
3606,bca,4.21,73.7,0,8.7,2,2,0,60.9,False,False,False,True,False
3607,b.com,7.06,54.3,0,4.5,1,1,2,72.2,False,True,False,False,False
3608,b.sc,4.53,59.4,1,9.6,0,0,1,65.6,False,False,False,False,True
3609,ba,7.5,88.7,0,8.3,1,1,2,92.5,False,True,False,False,False
3610,b.sc,0.14,96.2,1,7.6,0,2,2,45.7,False,False,False,False,True
3611,bba,5.91,88.8,0,5.1,1,2,1,73.9,False,False,True,False,False
3612,bca,2.77,93.2,0,7.3,2,2,2,72.7,False,True,False,False,False
3613,bca,5.35,69.4,1,4.1,2,0,2,69.7,False,False,False,False,True
3614,b.tech,7.54,65.0,0,7.4,1,2,2,85.6,False,False,False,True,False
3615,b.com,5.23,89.1,0,5.8,2,0,0,84.1,True,False,False,False,False
3616,ba,5.96,63.7,1,7.2,0,0,1,68.6,False,True,False,False,False
3617,diploma,1.26,82.4,0,6.2,1,2,0,51.5,False,False,False,False,True
3618,ba,1.36,76.8,0,6.7,0,2,1,39.5,False,True,False,False,False
3619,bba,4.59,49.2,0,7.3,1,2,1,73.0,True,False,False,False,False
3620,b.com,3.44,58.5,0,9.7,0,0,0,39.3,False,False,False,True,False
3621,b.com,0.89,52.7,0,9.9,1,2,0,49.8,False,False,True,False,False
3622,bca,5.83,47.5,0,7.7,0,1,0,52.9,False,True,False,False,False
3623,bca,5.59,65.2,0,4.8,0,0,2,79.5,False,False,False,False,True
3624,b.tech,0.73,51.9,0,4.3,1,1,2,53.0,True,False,False,False,False
3625,ba,0.39,44.3,1,9.9,0,1,1,37.9,False,False,False,True,False
3626,bca,3.03,52.4,0,7.8,1,2,2,56.8,False,False,False,True,False
3627,b.sc,5.06,77.1,0,7.6,2,2,0,78.9,False,False,False,True,False
3628,bba,7.15,88.5,0,4.3,0,0,1,56.3,False,False,False,True,False
3629,ba,3.48,67.8,1,9.6,2,0,1,66.1,False,True,False,False,False
3630,ba,0.67,76.6,1,5.0,0,0,1,29.6,True,False,False,False,False
3631,bba,6.72,79.0,0,7.2,1,1,2,75.8,False,True,False,False,False
3632,diploma,1.0,79.1,0,5.8,0,0,1,27.1,False,False,True,False,False
3633,b.tech,5.1,99.2,0,6.3,1,1,1,54.0,False,False,False,True,False
3634,b.sc,3.31,76.5,0,6.0,1,2,1,56.0,False,False,True,False,False
3635,b.com,7.28,72.8,0,5.6,2,1,1,84.4,False,False,False,True,False
3636,bca,5.64,92.0,0,5.6,0,1,1,43.1,False,False,False,False,True
3637,bba,0.08,77.3,0,4.5,1,0,0,32.1,False,True,False,False,False
3638,b.sc,2.98,67.5,0,4.1,0,1,2,62.5,False,False,False,True,False
3639,b.tech,1.44,84.5,0,6.4,1,0,0,39.0,False,False,False,False,True
3640,diploma,2.27,53.5,1,4.5,2,2,0,57.3,False,False,False,True,False
3641,b.tech,3.19,80.4,0,6.1,1,2,1,54.5,False,True,False,False,False
3642,b.tech,4.33,86.0,1,5.4,0,1,1,88.7,False,True,False,False,False
3643,b.com,6.39,78.3,0,7.0,2,2,1,89.6,False,False,False,True,False
3644,ba,0.69,51.3,0,7.8,1,2,1,38.9,False,True,False,False,False
3645,b.sc,3.53,70.9,1,6.3,0,2,1,50.2,False,False,True,False,False
3646,b.sc,6.81,88.6,0,6.8,2,0,1,90.8,True,False,False,False,False
3647,b.tech,3.46,64.2,0,9.9,2,0,1,59.1,False,True,False,False,False
3648,b.com,4.15,95.7,0,6.6,1,1,1,70.1,False,False,True,False,False
3649,diploma,6.23,42.9,0,6.5,2,1,1,57.5,False,False,True,False,False
3650,b.sc,5.7,79.9,0,7.4,2,2,2,76.0,False,True,False,False,False
3651,bba,4.08,54.0,0,4.2,2,1,2,63.1,False,False,False,False,True
3652,b.sc,7.74,78.9,0,6.9,0,2,0,80.4,False,False,True,False,False
3653,bba,0.29,97.0,0,4.2,2,0,0,65.4,False,False,True,False,False
3654,b.tech,0.44,74.5,0,5.7,0,2,1,55.2,False,True,False,False,False
3655,b.sc,3.42,66.2,0,8.7,0,0,1,36.7,False,False,False,False,True
3656,b.tech,1.26,91.5,0,5.2,1,2,0,41.3,False,False,False,True,False
3657,bba,1.73,67.8,0,6.9,1,1,2,27.6,False,False,True,False,False
3658,bca,1.2,73.9,0,8.2,2,2,1,81.7,False,True,False,False,False
3659,b.sc,5.54,58.4,0,9.9,2,2,1,78.4,False,True,False,False,False
3660,ba,3.37,73.0,0,7.8,2,0,2,56.7,False,False,False,True,False
3661,b.com,6.67,82.9,0,9.3,2,0,2,83.4,False,False,False,False,True
3662,b.tech,2.0,70.6,0,5.2,0,2,2,49.7,False,False,False,True,False
3663,b.tech,4.99,52.7,0,4.5,0,2,1,36.5,False,False,False,False,True
3664,diploma,1.71,41.2,1,7.0,0,2,1,44.9,False,False,True,False,False
3665,bba,0.12,53.1,0,7.4,0,1,1,43.0,False,False,True,False,False
3666,bba,5.51,91.0,0,5.9,0,1,1,76.3,False,False,True,False,False
3667,b.com,1.16,97.6,1,8.3,2,0,0,61.9,False,False,True,False,False
3668,b.sc,5.55,73.7,0,7.3,2,2,0,68.5,False,False,False,False,True
3669,bca,5.53,89.7,0,7.5,0,0,2,85.4,False,False,True,False,False
3670,ba,5.35,42.8,0,9.4,0,2,2,66.5,False,True,False,False,False
3671,b.tech,4.74,91.2,0,5.0,2,2,0,73.2,False,False,True,False,False
3672,ba,7.08,57.2,0,6.0,0,2,1,74.9,False,False,False,False,True
3673,ba,0.61,50.5,0,8.6,2,1,0,52.8,False,True,False,False,False
3674,ba,7.45,56.6,0,7.0,1,0,1,57.8,False,False,False,True,False
3675,ba,0.53,69.9,0,9.3,2,1,1,69.4,True,False,False,False,False
3676,diploma,3.96,75.3,0,4.9,2,2,1,68.5,False,True,False,False,False
3677,b.sc,7.39,40.6,0,6.7,2,1,1,76.7,False,False,False,False,True
3678,bba,2.15,60.6,0,8.6,1,0,1,35.0,False,False,False,True,False
3679,diploma,6.7,82.3,0,7.8,2,1,1,66.7,False,True,False,False,False
3680,diploma,4.75,85.0,0,4.9,1,0,2,70.3,False,False,True,False,False
3681,diploma,6.89,54.1,0,8.2,2,2,0,72.4,False,True,False,False,False
3682,bca,0.39,54.8,0,7.3,2,1,2,31.0,True,False,False,False,False
3683,b.tech,4.45,80.8,0,9.8,1,1,0,69.0,True,False,False,False,False
3684,diploma,1.51,76.6,1,7.8,2,0,2,67.4,True,False,False,False,False
3685,b.tech,0.14,69.8,0,5.9,2,2,1,56.5,False,True,False,False,False
3686,ba,5.51,72.8,0,7.2,0,1,0,78.7,False,False,False,False,True
3687,ba,6.0,70.0,0,4.8,0,0,2,72.2,False,False,False,True,False
3688,bba,5.89,64.4,0,8.5,1,1,1,72.6,True,False,False,False,False
3689,bca,5.82,87.3,0,9.1,2,0,0,71.3,False,True,False,False,False
3690,bca,6.4,93.3,0,7.5,0,1,2,86.0,False,True,False,False,False
3691,b.sc,3.76,78.4,0,7.4,0,1,2,63.0,False,True,False,False,False
3692,bca,2.78,56.2,0,4.7,2,1,1,61.9,False,False,True,False,False
3693,bca,6.17,98.5,0,5.1,2,0,1,89.5,False,True,False,False,False
3694,b.tech,5.33,45.3,0,9.8,2,2,1,73.0,False,False,False,True,False
3695,bba,1.6,97.1,1,6.4,2,1,1,71.0,False,True,False,False,False
3696,b.tech,3.48,73.4,0,8.7,1,2,2,70.0,False,False,True,False,False
3697,ba,1.46,82.6,0,9.4,2,0,2,70.5,False,False,True,False,False
3698,b.sc,6.23,65.4,0,4.5,2,1,2,69.3,False,False,True,False,False
3699,b.com,1.98,61.4,0,9.3,0,1,2,27.3,False,False,False,True,False
3700,b.sc,4.98,53.4,0,5.0,0,1,1,50.3,False,False,False,True,False
3701,diploma,5.88,46.7,0,8.6,0,1,0,63.1,False,False,True,False,False
3702,diploma,7.91,58.8,0,5.6,1,0,1,70.4,False,True,False,False,False
3703,bca,3.47,55.3,0,9.1,0,0,1,37.8,False,False,True,False,False
3704,bca,6.98,72.0,0,6.7,0,0,2,68.0,False,True,False,False,False
3705,b.com,5.31,91.4,0,6.8,1,0,1,70.3,True,False,False,False,False
3706,b.sc,0.08,45.0,1,7.5,0,1,0,19.599,False,True,False,False,False
3707,ba,3.13,84.8,0,9.1,2,2,2,68.0,False,False,True,False,False
3708,b.com,3.15,56.1,0,5.8,0,1,1,28.2,False,False,True,False,False
3709,b.sc,0.96,78.5,0,9.9,0,0,1,46.7,True,False,False,False,False
3710,b.sc,3.5,77.6,0,9.0,2,2,0,76.5,False,False,False,True,False
3711,b.sc,0.93,84.3,0,6.3,1,0,1,31.7,False,True,False,False,False
3712,bca,6.68,40.9,1,4.2,0,0,2,74.1,True,False,False,False,False
3713,b.com,2.9,40.6,1,5.1,0,0,1,26.7,False,False,True,False,False
3714,diploma,1.46,50.1,1,7.3,2,2,0,47.8,False,True,False,False,False
3715,bba,4.81,98.8,0,9.0,2,0,1,80.6,True,False,False,False,False
3716,b.sc,6.86,60.5,0,9.7,2,0,2,65.2,False,False,False,True,False
3717,b.tech,7.48,77.5,0,6.3,1,1,1,76.3,False,False,False,False,True
3718,b.com,7.15,58.5,0,4.2,2,1,1,68.5,False,False,False,True,False
3719,b.tech,7.06,69.3,0,8.2,1,0,2,73.7,False,False,False,False,True
3720,diploma,2.78,66.3,0,5.9,1,1,0,52.7,False,False,False,True,False
3721,diploma,4.04,51.3,0,7.6,2,2,2,84.3,False,True,False,False,False
3722,bba,2.97,61.5,0,6.4,1,2,1,56.2,False,False,False,False,True
3723,b.com,7.38,51.4,0,7.8,2,1,1,80.3,False,False,False,False,True
3724,diploma,0.74,56.8,1,5.5,1,0,1,28.3,False,True,False,False,False
3725,bba,4.43,65.0,0,4.9,0,1,1,38.4,False,False,False,True,False
3726,b.com,1.98,87.7,0,5.0,0,2,2,57.3,False,False,True,False,False
3727,diploma,6.8,51.8,0,9.5,2,0,1,72.3,False,False,True,False,False
3728,b.sc,2.71,51.7,0,9.2,0,1,2,44.3,False,False,False,True,False
3729,ba,6.91,54.8,0,9.1,2,1,0,80.4,False,False,True,False,False
3730,bba,7.42,87.4,0,7.7,1,0,2,57.1,False,True,False,False,False
3731,diploma,1.38,54.8,0,6.5,1,1,1,36.2,False,True,False,False,False
3732,b.tech,6.03,89.2,0,5.3,1,2,1,77.5,False,True,False,False,False
3733,b.com,2.8,59.4,0,7.9,0,0,2,48.0,False,False,False,True,False
3734,bca,3.23,58.2,1,5.9,0,1,1,57.3,False,False,True,False,False
3735,ba,2.2,62.7,0,7.6,2,0,2,57.6,False,False,True,False,False
3736,bca,4.93,66.9,1,6.1,1,2,0,63.6,False,True,False,False,False
3737,bca,2.75,65.2,1,4.1,1,0,2,48.1,False,True,False,False,False
3738,b.com,5.92,63.7,0,7.7,0,2,2,74.0,True,False,False,False,False
3739,b.com,6.23,99.4,0,9.9,1,2,1,97.4,False,False,True,False,False
3740,ba,3.16,81.6,1,6.8,0,0,1,65.7,False,False,True,False,False
3741,b.tech,0.08,92.9,0,4.9,1,0,1,43.8,False,False,True,False,False
3742,bca,0.53,93.6,1,8.5,0,2,1,69.5,False,False,False,True,False
3743,b.tech,2.19,65.6,0,7.0,1,0,0,62.5,True,False,False,False,False
3744,diploma,7.63,86.5,0,8.3,1,1,2,80.8,False,False,False,True,False
3745,bca,3.15,68.2,0,9.3,2,0,2,54.4,False,False,False,False,True
3746,b.com,5.95,75.7,0,5.7,2,2,0,77.9,False,True,False,False,False
3747,b.tech,7.49,84.1,0,5.5,0,2,1,79.0,False,False,False,False,True
3748,bca,2.73,74.9,1,6.8,0,0,2,47.9,False,False,False,True,False
3749,ba,4.49,70.4,0,4.5,1,0,1,44.5,False,False,False,True,False
3750,b.sc,6.82,40.7,0,4.6,0,0,2,50.2,False,False,False,True,False
3751,ba,4.92,98.2,0,7.1,0,1,1,65.5,False,False,False,True,False
3752,diploma,0.9,42.3,0,6.4,0,0,1,28.7,True,False,False,False,False
3753,bba,6.16,47.2,0,6.4,0,2,1,80.1,False,True,False,False,False
3754,bba,7.23,42.5,0,7.9,0,1,2,69.7,True,False,False,False,False
3755,ba,6.15,77.6,0,9.6,2,1,1,82.2,True,False,False,False,False
3756,b.sc,6.02,58.2,0,9.6,2,0,1,93.5,True,False,False,False,False
3757,diploma,6.05,93.6,0,6.4,2,2,2,100.0,True,False,False,False,False
3758,bca,4.9,75.6,1,7.9,2,1,0,93.7,False,False,True,False,False
3759,ba,1.98,86.9,0,6.4,2,0,0,47.0,False,True,False,False,False
3760,bca,7.29,48.7,0,8.5,2,2,0,92.7,True,False,False,False,False
3761,b.com,1.03,64.6,0,7.0,0,1,1,41.2,False,False,True,False,False
3762,bca,6.62,77.5,0,4.8,1,0,1,81.4,False,False,True,False,False
3763,diploma,2.87,51.3,1,7.3,0,2,1,57.7,False,False,False,True,False
3764,b.com,5.39,62.9,0,9.9,1,0,1,59.9,False,False,False,True,False
3765,b.tech,6.44,85.3,0,5.6,1,0,0,75.1,False,False,True,False,False
3766,bca,6.39,80.9,1,8.6,1,0,2,62.7,False,False,False,False,True
3767,bca,1.29,94.1,0,5.7,0,1,2,41.0,False,False,False,True,False
3768,bca,4.89,73.5,0,8.4,2,1,1,100.0,True,False,False,False,False
3769,diploma,1.72,52.4,0,6.8,2,0,1,35.8,False,False,False,True,False
3770,b.com,0.9,92.7,0,8.3,2,0,0,47.1,False,False,False,False,True
3771,diploma,4.11,97.7,0,9.0,2,0,0,86.7,False,False,False,True,False
3772,b.sc,7.9,69.1,0,4.1,0,2,0,86.0,False,False,False,True,False
3773,bba,7.85,45.1,1,7.9,1,1,2,69.8,False,True,False,False,False
3774,diploma,4.59,55.2,0,4.4,0,0,1,47.9,False,False,False,False,True
3775,diploma,6.18,85.1,0,9.7,2,1,1,100.0,True,False,False,False,False
3776,bba,2.0,40.6,0,7.1,1,1,1,56.5,False,False,False,False,True
3777,ba,1.79,57.7,0,5.7,0,2,1,57.3,True,False,False,False,False
3778,ba,5.65,62.1,0,8.0,0,2,1,68.0,True,False,False,False,False
3779,diploma,6.29,87.3,1,8.1,1,1,1,85.1,False,False,True,False,False
3780,diploma,5.93,66.2,0,6.7,2,2,1,80.1,False,False,True,False,False
3781,b.sc,0.84,71.5,0,9.4,2,2,1,69.6,False,False,False,False,True
3782,b.tech,2.85,80.3,0,9.8,2,0,1,61.4,True,False,False,False,False
3783,bca,0.35,87.1,0,6.8,2,2,2,42.1,False,False,False,True,False
3784,bca,6.29,60.3,0,8.3,1,0,0,60.5,False,False,True,False,False
3785,b.tech,2.49,50.3,0,4.1,1,0,0,21.1,False,False,False,True,False
3786,ba,3.44,50.9,0,5.8,2,1,1,56.9,False,False,True,False,False
3787,ba,4.63,49.6,0,9.0,1,0,0,48.3,False,False,False,False,True
3788,b.tech,0.08,46.9,0,4.7,1,0,1,19.599,False,False,True,False,False
3789,bba,2.83,66.5,0,4.2,0,2,0,38.2,False,False,False,True,False
3790,diploma,5.82,51.0,0,8.1,2,2,1,85.7,True,False,False,False,False
3791,b.sc,2.29,87.0,0,6.2,1,2,2,64.0,False,True,False,False,False
3792,bca,4.56,40.6,0,9.3,1,2,0,50.8,False,False,False,True,False
3793,b.tech,7.82,97.2,0,9.8,2,1,2,97.4,True,False,False,False,False
3794,b.sc,0.95,40.8,0,6.1,2,2,1,50.9,False,False,False,True,False
3795,ba,2.15,59.5,0,9.8,1,1,2,43.0,False,False,False,True,False
3796,diploma,5.47,85.2,1,8.2,0,0,0,89.7,False,False,True,False,False
3797,diploma,4.79,92.3,0,6.7,1,0,1,69.7,False,False,False,True,False
3798,diploma,7.82,45.2,0,7.3,1,2,2,59.6,False,True,False,False,False
3799,diploma,0.28,88.1,0,9.4,2,2,2,57.6,True,False,False,False,False
3800,bca,7.02,85.1,0,4.6,1,2,2,91.8,True,False,False,False,False
3801,b.com,3.91,67.6,0,6.1,2,1,1,77.8,True,False,False,False,False
3802,b.tech,1.82,77.6,1,6.3,0,2,2,35.1,False,False,False,True,False
3803,bca,4.03,62.0,0,6.5,1,0,0,50.6,False,False,False,True,False
3804,b.sc,3.3,58.7,1,7.6,0,0,2,43.7,True,False,False,False,False
3805,ba,1.43,42.0,0,5.2,1,2,1,41.6,False,False,False,False,True
3806,bca,1.76,40.6,0,7.5,1,2,1,31.4,False,False,True,False,False
3807,b.tech,2.31,71.6,0,9.6,1,2,1,61.9,False,False,True,False,False
3808,diploma,4.42,40.7,0,6.9,0,1,1,51.4,True,False,False,False,False
3809,b.com,0.66,47.4,0,6.5,2,2,2,45.7,False,False,True,False,False
3810,b.sc,0.71,45.8,0,4.7,0,1,2,28.3,True,False,False,False,False
3811,b.com,2.65,78.0,0,8.4,2,2,0,52.6,False,False,False,False,True
3812,ba,5.66,80.1,0,8.2,0,0,2,71.6,True,False,False,False,False
3813,ba,7.83,85.3,0,7.9,2,0,1,76.6,False,False,False,True,False
3814,b.sc,0.1,98.4,0,9.7,0,2,1,38.0,False,False,False,True,False
3815,b.sc,7.78,98.8,1,6.4,2,0,0,91.7,False,True,False,False,False
3816,ba,5.49,52.5,0,7.4,0,0,0,43.7,True,False,False,False,False
3817,b.sc,7.21,61.1,1,9.4,2,0,1,89.7,False,True,False,False,False
3818,bba,4.29,73.7,0,8.4,0,1,1,61.0,False,False,False,False,True
3819,diploma,3.7,42.7,1,7.9,1,0,1,73.3,True,False,False,False,False
3820,b.tech,6.28,51.5,0,8.0,2,0,2,88.9,False,False,False,False,True
3821,b.tech,4.41,91.2,0,5.6,2,2,2,63.5,False,False,False,False,True
3822,bba,7.18,64.5,1,4.6,0,0,1,70.7,False,False,False,True,False
3823,b.tech,7.14,69.1,1,4.2,2,1,1,79.2,False,False,False,False,True
3824,bba,4.24,84.2,0,8.0,2,0,1,77.8,False,False,False,False,True
3825,ba,4.59,88.5,0,6.9,2,0,2,66.5,False,False,False,True,False
3826,ba,3.65,91.9,0,9.3,2,2,2,73.0,False,False,False,False,True
3827,bba,5.52,93.7,0,4.2,0,2,1,69.3,False,False,False,False,True
3828,diploma,5.46,57.7,0,7.8,2,1,0,72.9,False,True,False,False,False
3829,b.tech,5.2,78.9,0,5.0,0,1,2,60.5,False,False,False,True,False
3830,b.tech,0.5,46.7,0,6.7,2,0,1,37.0,False,True,False,False,False
3831,bba,7.71,98.1,0,9.1,0,2,2,91.6,False,False,True,False,False
3832,b.tech,2.68,56.1,0,6.4,2,2,1,40.0,False,True,False,False,False
3833,ba,1.97,63.4,0,7.1,1,2,1,44.1,False,False,False,True,False
3834,ba,1.69,95.8,0,8.6,2,2,1,69.6,True,False,False,False,False
3835,b.com,0.55,77.8,0,4.1,2,1,2,64.3,False,False,False,True,False
3836,ba,3.66,57.3,0,4.1,1,2,1,51.0,False,False,False,False,True
3837,b.tech,0.33,45.2,1,8.6,0,2,1,37.0,False,False,False,False,True
3838,b.sc,1.29,69.3,0,6.4,0,1,1,34.3,False,False,False,False,True
3839,b.tech,0.08,75.4,0,9.1,1,1,2,28.9,False,False,False,True,False
3840,diploma,1.4,80.1,0,8.9,2,1,1,45.0,False,False,False,True,False
3841,bca,7.91,49.9,0,8.5,0,2,0,81.6,False,True,False,False,False
3842,b.sc,4.33,82.4,0,9.8,0,0,0,68.4,False,False,False,False,True
3843,b.tech,0.54,61.8,0,7.1,1,1,1,46.6,False,False,True,False,False
3844,b.sc,4.51,96.6,0,5.0,2,2,2,84.6,False,False,True,False,False
3845,diploma,4.81,79.2,0,6.2,1,2,0,76.2,False,False,False,True,False
3846,bca,4.38,95.1,0,9.3,0,0,0,68.8,False,False,False,False,True
3847,bba,2.69,41.8,0,8.0,2,1,0,61.0,True,False,False,False,False
3848,diploma,5.26,94.2,0,7.6,0,0,1,81.7,True,False,False,False,False
3849,b.sc,1.14,92.7,0,4.3,0,2,1,49.2,False,True,False,False,False
3850,ba,1.76,70.6,0,8.2,2,1,2,52.2,False,False,True,False,False
3851,bca,7.91,98.6,1,8.0,0,0,1,90.2,False,False,True,False,False
3852,b.tech,3.32,85.0,1,8.7,1,1,1,85.9,False,True,False,False,False
3853,ba,1.18,99.4,0,8.6,2,2,1,68.1,False,False,False,False,True
3854,b.com,1.74,85.4,0,6.5,2,1,0,71.5,False,False,True,False,False
3855,b.sc,5.79,94.9,1,4.7,1,1,1,71.1,False,False,False,True,False
3856,b.sc,0.93,51.8,0,5.5,2,0,2,31.2,False,False,False,False,True
3857,diploma,2.83,51.8,0,5.7,1,2,1,47.6,True,False,False,False,False
3858,ba,2.63,70.5,1,9.7,0,2,1,57.4,True,False,False,False,False
3859,b.tech,1.82,83.8,0,6.1,1,2,0,59.8,False,False,False,False,True
3860,bba,3.81,55.9,0,4.7,2,0,2,39.0,False,False,False,False,True
